type,category,id1,id2,slug1,slug2,name1,name2,year1,year2,match_type,confidence,reason,action,data_completeness1,data_completeness2
movie,EXACT_DUPLICATE,07281748-889b-4ef8-a554-d9d4d6810016,df75d61b-f75c-4bd9-a5dc-f3c4dfafdd25,4-letters-2020,4-letters-2019,"4 Letters","4 Letters",2020,2019,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,d1716a17-6166-4288-8c37-e9fba148729f,aa80fa40-69d5-414d-b347-866e01ffc698,abhinetri-2-2019,devi-2-2019,"Abhinetri 2","Devi 2",2019,2019,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,ba405df5-3ea1-442c-ac50-7863ca4a42eb,e1412f0b-6e6e-46ca-af16-b763c9792564,masakkali-2018,kanam-2018,"Masakkali","Kanam",2018,2018,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,d30b1651-9a4b-474d-9169-fe23ce0c1b29,384c1786-86b4-4a78-9771-80e91a77a9f5,kartha-karma-kriya-2018,karma-kartha-kriya-2018,"Kartha Karma Kriya","Karma Kartha Kriya",2018,2018,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,0d107ada-0173-4182-8e74-b91cc64ce6c8,9c9d7702-3c7e-464c-851b-be95193233d7,rangasthalam-2019,rangasthalam-2018,"Rangasthalam","Rangasthalam",2019,2018,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,89ae6843-16f4-46f2-b4ca-d8b56d4b7e64,8f8f196a-52cd-4d63-93f8-94c484a7fe73,naa-peru-surya-2018,naa-peru-surya-naa-illu-india-2018,"Naa Peru Surya","Naa Peru Surya - Naa Illu India",2018,2018,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,f7eaf121-1b38-4f1c-90e9-0db55b5ec30d,59dc9e16-4edf-475a-810f-449715c6465d,mla-2018,manchi-lakshanalunna-abbayi-2018,"MLA","Manchi Lakshanalunna Abbayi",2018,2018,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,2efc24f0-9d76-4a74-8914-5b7ca4f1a97a,684e56d2-0361-465f-a168-776fc99e61c5,duvvada-jagannadham-2017,dj-duvvada-jagannadham-2017,"Duvvada Jagannadham","DJ: Duvvada Jagannadham",2017,2017,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,69d98225-ad68-479b-a183-0937f65554f3,fe82c96a-65b4-4da9-92ce-bc3e82837f93,arjun-reddy-2017,dwaraka-2017,"Arjun Reddy","Dwaraka",2017,2017,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,d2533ca4-f5e5-4088-9bec-48af1e4f0ee8,415c2482-54d6-4f42-b490-3d888d7386c8,the-ghazi-attack-2017,ghazi-2017,"The Ghazi Attack","Ghazi",2017,2017,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,bd56c434-744e-4ae4-979d-a1b1873d0d48,3fc6ab50-0792-4dcd-bb19-8ba0baa0e8ce,m-c-a-2017,mca-2017,"M.C.A","Middle Class Abbayi",2017,2017,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,1974d2c0-3a48-4725-bf72-3a134f0131e0,8f1b37ed-b0bd-4b36-a6e5-7d6066ebb901,ranasthalam-2019,abhinetri-2016,"Ranasthalam","Abhinetri",2019,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,dd4b4ac4-39a8-43f4-913d-85bc348c7f2a,92a99020-68cc-45fb-9bb4-ac125686ebb0,aatadukundam-raa-2016,aata-2016,"Aatadukundam Raa","Aata",2016,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,993f6585-408a-4b93-b52a-61fa0b50a06c,2b600fb6-589e-410e-8ecf-90d35e1d675d,sarrainodu-2016,sarainodu-2016,"Sarrainodu","Sarainodu",2016,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,340635c8-f4a4-410e-aa3f-ed1ba3f314f3,35f8dfc5-609a-4f9a-ab94-e8dfd4deb254,jayammu-nischayammu-raa-2016,jayammu-nischayammuu-raa-2016,"Jayammu Nischayammu Raa","Jayammu Nischayammuu Raa",2016,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,54548c7e-7b9c-4f15-a7c6-53a340169cb7,ec7b4b0a-0257-4784-8382-840e8b6e35c5,eedu-gold-ehe-2016,edu-gold-ehe-2016,"Eedu Gold Ehe","Edu Gold Ehe",2016,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,33efc96c-c672-43b7-9ca6-6f87e8cbde26,8ab98cae-e622-48b0-9970-30c3f541fc29,dhruva-2016,dhuruvangal-pathinaaru-2016,"Dhruva","Dhuruvangal Pathinaaru",2016,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,f9e54777-bb56-4655-9ce7-455bf86dd54c,d45166d6-8c93-455a-b425-6ee67a496ecb,sardaar-gabbar-singh-2016,sardar-gabbar-singh-2016,"Sardaar Gabbar Singh","Sardar Gabbar Singh",2016,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,a0acc2d3-562e-400e-8d0c-f925fbc5595a,27baa242-d2e1-44fb-b08e-30d39a95e688,mental-madhilo-2017,-2016,"Mental Madhilo","Mental (Appatlo Okadundevadu)",2017,2016,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,a65abc17-4401-4667-bf02-f4d1928bfd05,7298fa7a-ee1d-40db-ae66-13d8ef464dc8,malli-malli-idi-rani-roju-2015,malli-malli-idhi-rani-roju-2015,"Malli Malli Idi Rani Roju","Malli Malli Idhi Rani Roju",2015,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,092d9078-9b18-4410-a954-b8eb5276bcf0,ab596a0e-d9ff-46a3-ae11-370a6db4e6aa,sowkarpettai-2016,sowkarpettai-2015,"Sowkarpettai","Sowkarpettai",2016,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,59ec3108-917d-4a37-a89f-d7525c96b227,194c7618-2043-44d2-b174-7b89d03a52a1,son-of-satyamurthy-2015,s-o-satyamurthy-2015,"Son of Satyamurthy","S/O Satyamurthy",2015,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,6f0f476e-d1c2-4a29-92df-e91e9c4b3111,1640a27d-7bcc-406d-93fe-0ec52a227070,cheekati-rajyam-2015,thoongaavanam-2015,"Cheekati Rajyam","Thoongaavanam",2015,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,d09e854a-f0d8-47e8-aee7-2f60e6be4156,37a50120-71ef-4ca2-ab78-2e92548c5aaf,om-shanti-om-2015,om-shanthi-om-2015,"Om Shanti Om","Om Shanthi Om",2015,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,6638ce81-952d-448d-b80a-01414daa1d84,6ab88075-44cf-4975-ab4c-fb1105a65876,vedhalam-2015,vedalam-2015,"Vedhalam","Vedalam",2015,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,4d45fe33-8711-4495-9ba1-2021d4030010,98ccdc72-9c41-4769-ad0a-399c561a41c6,dongata-2015,dongaata-2015,"Dongata","Dongaata",2015,2015,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,c581873c-ca28-4029-8f2f-14d98a160564,f60863b0-3cb6-43bf-80c5-0abfdd9f9db8,nambiyaar-2016,nambiar-2014,"Nambiyaar","Nambiar",2016,2014,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,3d5dfeca-78bc-4921-afe3-9a69c5d104cd,811873ca-7d2e-4942-9795-e5fc31205396,govindudu-andarivadele-2014,yevadu-2014,"Govindudu Andarivadele","Yevadu",2014,2014,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,3d5dfeca-78bc-4921-afe3-9a69c5d104cd,8841bdb2-9e5c-4744-bcd3-46e78fee7b1d,govindudu-andarivadele-2014,govindudu-andarivaadele-2014,"Govindudu Andarivadele","Govindudu Andarivaadele",2014,2014,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,3f30cce4-2530-4e43-a6a4-16136970fbd8,e7d0c736-a03d-4fd9-8689-e784ba1f1dec,red-bus-2014,erra-bus-2014,"Red Bus","Erra Bus",2014,2014,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,5910acf0-6784-433e-b7b9-d0a18edc5ba6,57f88672-024d-4e34-b575-1fea135d96a7,paandavulu-paandavulu-thummeda-2014,pandavulu-pandavulu-tummeda-2014,"Paandavulu Paandavulu Thummeda","Pandavulu Pandavulu Tummeda",2014,2014,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,4fac7ee3-2c28-4736-a209-e11d9e054056,c4ab0633-5d0b-441f-9f69-19636285f7d9,chandee-2013,chandi-the-power-of-woman-2013,"Chandee","Chandi: The Power of Woman",2013,2013,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,e340b679-da05-4adf-bcf2-fda5502574b3,66d74b10-a8dd-48b5-997b-e1478e058f9d,atharintiki-daaredi-2013,attarintiki-daredi-2013,"Atharintiki Daaredi","Attarintiki Daredi",2013,2013,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,f188ee91-4f9b-4941-9d09-0024c61efb3f,89be3527-1b38-4d02-bff7-fc0278ca3a17,julayi-2012,julai-2012,"Julayi","Julai",2012,2012,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,e809f76b-bee4-489d-af25-179980cd6a9d,325ebc31-6daf-4346-a4d2-68759ab6b9c4,ethiri-en-3-2016,ethiri-en-3-2012,"Ethiri En 3","Ethiri En 3",2016,2012,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,32d08c52-5f3b-46aa-a698-43db0fa37d35,25938c4e-a16b-4ffb-9e04-6dbc014fbf6a,dhammu-2012,dammu-2012,"Dhammu","Dammu",2012,2012,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,5c021218-ec73-4926-932e-4c152ce1e580,747156d4-ecf6-4ce0-a213-91de6c14dffe,english-vinglish-2013,english-vinglish-2012,"English Vinglish","English Vinglish",2013,2012,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,156e5b05-a696-4000-b4ad-b63392c5444a,c6862c47-5b95-4064-8a7e-e6f556d76b42,damarukam-2012,dhamarukam-2012,"Damarukam","Dhamarukam",2012,2012,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,581de389-c344-4d0e-9d84-983dc53bc30b,9f77cff1-9f83-4898-9668-f03cf0610332,dhenikaina-ready-2012,denikaina-ready-2012,"Dhenikaina Ready","Denikaina Ready",2012,2012,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,4dc84a3e-9b17-49a1-bd8a-c7d5ef52d07e,7754d28a-e496-466a-ad66-84a46a07d84f,once-upon-a-warrior-2011,anaganaga-o-dheerudu-2011,"Once Upon a Warrior","Anaganaga O Dheerudu",2011,2011,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,0da88977-80d9-4c29-8d4c-2d8ef0f6ffb3,29218ade-c41f-448c-aa67-f8fc2d9397e6,shakti-2011,sakthi-2011,"Shakti","Sakthi",2011,2011,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,e3b958c0-0d56-4f6a-bbe3-b392751a88fc,80571942-aba6-47a4-b88d-5c898f765292,komaram-puli-2010,puli-2010,"Komaram Puli","Puli",2010,2010,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,bdd02173-ce10-41dc-9fec-73e715a43939,c85c61b9-d154-4828-bf78-d94b2e731f92,adhurs-2010,adurs-2010,"Adhurs","Adurs",2010,2010,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,af4e9bbd-d8b3-40dc-a1c9-4bf4f7287c4e,c983a723-13ff-4688-b48a-555562d9962d,kathi-kanta-rao-2010,kathi-kantha-rao-2010,"Kathi Kanta Rao","Kathi Kantha Rao",2010,2010,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,7a5dc5f8-681d-49a7-9ff4-3a4962dcb9b0,1da56a37-112f-45ab-9ea6-905c9657a7e8,quick-gun-murugun-2009,quick-gun-murugan-2009,"Quick Gun Murugun","Quick Gun Murugan",2009,2009,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,88f6f753-695c-40dd-82fe-db053bd347b1,c85dda1d-269b-4d1c-bcd8-de031cfa646a,sankham-2009,shankam-2009,"Sankham","Shankam",2009,2009,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,9a83ebd8-6735-4d76-8069-7b884123edd5,c19fa264-d028-46e0-ae65-14ce04c367cd,eenadu-2009,unnaipol-oruvan-2009,"Eenadu","Unnaipol Oruvan",2009,2009,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,53f37cd5-1107-4396-93f0-5aa6ba836667,7064c032-a15f-4d90-bfaa-68d67cc73a71,sesh-sanghat-2009,sesh-sangat-2009,"Sesh Sanghat","Sesh Sangat",2009,2009,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,e810737f-b14e-4b95-b84f-9d207ef814ec,7467de73-c4b8-434f-88ec-84b6b628b089,neninthe-2010,neninthe-2008,"Neninthe","Neninthe",2010,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,0b5c4028-67d6-46aa-af89-b464c6c066fc,f0fc36d4-2767-4b77-9aeb-32b4e5d397f7,ninna-nedu-repu-2008,netru-indru-naalai-2008,"Ninna Nedu Repu","Netru Indru Naalai",2008,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,a8560dc2-450a-4669-a7f9-a25aaa3384ae,bc81fdaa-3ffb-4750-b18f-3e4bfbb1e6c9,pandurangadu-2008,panduranga-2008,"Pandurangadu","Panduranga",2008,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,155b24a7-63df-4c20-90a8-46eab4411148,7443bdd7-a3e5-4dcb-8a72-4af4714aa142,ullasanga-utsahanga-2008,ullasamga-utsahamga-2008,"Ullasanga Utsahanga","Ullasamga Utsahamga",2008,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,cbca2610-7a57-4068-bdb6-b1a7cb99f4b7,4c4916cc-935b-474d-8d30-2767bbe1a582,friends-book-2012,gunde-jhallumandi-2008,"Friends Book","Gunde Jhallumandi",2012,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,ef8ed890-bded-4615-80e0-fc016f7caf84,4be79890-612c-4ac8-a44c-e5f1a15768f8,premaku-velayera-1999,premaku-velayara-1999,"Premaku Velayera","Premaku Velayara",1999,1999,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,25df181a-7aa9-46bd-a42b-47e24fadcf14,6b7acf3f-e032-4392-97d6-b10c3e4e9966,sri-ramulayya-1999,sri-ramulayya-1998,"Sri Ramulayya","Sri Ramulayya",1999,1998,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,05977123-d59c-4a42-b288-f272d8ce8c26,b4a8c52b-f778-41f9-a161-b8ad53ffca09,antahpuram-1998,anthahpuram-1998,"Antahpuram","Anthahpuram",1998,1998,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,6c92417e-17b5-4c59-9259-ef0b22c240f6,e7871bb4-22d3-492d-895b-797faeb9b1a8,kadhala-kadhala-1998,kaathala-kaathala-1998,"Kadhala Kadhala","Kaathala Kaathala",1998,1998,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,b53b7707-775c-47b9-b4f1-0068fbe38f21,4823d3d9-1d3a-49ea-89f0-0344b1b3903f,premante-idera-1998,premante-ideraa-1998,"Premante Idera","Premante Ideraa",1998,1998,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,05977123-d59c-4a42-b288-f272d8ce8c26,5d619b96-8985-46e9-abec-51f3af07d01d,antahpuram-1998,anthapuram-1998,"Antahpuram","Anthapuram",1998,1998,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
moviemovie,EXACT_DUPLICATE,5c9d770c-865b-4db6-b2c5-fdce4b0fa46c,ebe6a810-bb20-4e59-8b4f-3784c221149e,dasavathaaram-2008,dasavatharam-2008,"Dasavathaaram","Dasavatharam",2008,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,861b495e-7235-43e3-811c-7366db91bd43,79bf6a89-ffa0-40bc-b984-43575d36fa1c,bujjigaadu-made-in-chennai-2008,bujjigadu-2008,"Bujjigaadu: Made in Chennai","Bujjigadu",2008,2008,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,7606ba4f-843b-4a3a-907c-79a024446477,59a673a2-c1a9-4369-b3e5-3a261cdc7f20,aadavari-matalaku-arthale-verule-2007,aadavari-matalaku-ardhalu-verule-2007,"Aadavari Matalaku Arthale Verule","Aadavari Matalaku Ardhalu Verule",2007,2007,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,644907cf-42ea-4235-a5be-f34042f8da2b,ee3dd893-677b-481a-98d8-fbe774df928f,kaloori-2007,kalloori-2007,"Kaloori","Kalloori",2007,2007,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,77005281-7b80-40d1-acd9-0a5c42c06f9b,bfa465b1-7db9-4066-af54-ce4235e5cac3,tulasi-2007,thulasi-2007,"Tulasi","Thulasi",2007,2007,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,cd65005b-da5f-45d6-9233-5d1ea5fe0eef,9ea4314e-52cd-4739-aae1-2e83deb45d58,nandanavanam-120-km-2006,nandanavanam-120kms-2006,"Nandanavanam 120 Km","Nandanavanam.. 120Kms",2006,2006,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,4d2c73aa-2438-4708-9727-697346a8dc60,ab5a6f6d-6648-4657-b0ae-a7f9ca5a5a56,kizhakku-kadalkarai-salai-2006,kizhakku-kadarkarai-salai-2006,"Kizhakku Kadalkarai Salai","Kizhakku Kadarkarai Salai",2006,2006,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,50e86001-032a-49a5-91a4-a84a3c36e392,d1d1f6b6-49b1-4a73-ac22-08e2e292e21c,astram-2006,asthram-2006,"Astram","Asthram",2006,2006,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,7c99ccbf-6c7d-4c1c-a110-b7a88146f1cf,8ad97b51-a82e-4a75-bed0-6ee3bc60e5a2,balu-2005,balu-abcdefg-2005,"Balu","Balu ABCDEFG",2005,2005,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,dae3530a-2e88-472b-a281-9650fb9d6010,5d32087c-cf2b-460d-9ee7-fa8b793758b6,vikramarkudu-2006,vikram-2005,"Vikramarkudu","Vikramarkudu",2006,2005,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,1d6288b0-5004-4eb6-8417-a98a34dfb9c3,14faf8f2-1132-409a-9018-0eaeb11ddfc3,kana-kandaen-2005,kana-kanden-2005,"Kana Kandaen","Kana Kanden",2005,2005,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
movie,EXACT_DUPLICATE,2f73ea7d-0700-447a-8345-48fed40bc72a,9e634d81-91c5-47ec-a221-406a4baa3f54,naa-autograph-2004,naa-autograph-sweet-memories-2004,"Naa Autograph","Naa Autograph Sweet Memories",2004,2004,same_tmdb_id,0.98,"Exact match: same_tmdb_id",MERGE_RECOMMENDED,100%,100%
