id,slug,title,year,pattern,pattern_type,field,current_value,suggested_fix,confidence,reasoning
"03b317cc-8b87-45b0-92e5-ad1de7eb7c92","chaalbaaz-1990","ChaalBaaz",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""ChaalBaaz"" is missing Telugu title"
"6ab3ecad-bb95-4f5d-adef-b0e1c0cbb25f","karpagam-1963","Karpagam",1963,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Karpagam"" is missing Telugu title"
"6e9d0c29-3a2a-40e1-bca6-c30779c5a402","nartanasala-1962","Nartanasala",1963,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Nartanasala"" is missing Telugu title"
"32d1e7f0-d06e-4892-aaa9-38e68cb3fd06","sardar-91-41-93-1984","Sardar",1984,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sardar"" is missing Telugu title"
"0a870842-3553-4713-b9ff-b371c3017729","maa-nannaki-pelli-1997","Maa Nannaki Pelli",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"f660ed40-2351-4ef9-9526-6290758c2716","kittu-2006","Kittu",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"40da3bfd-5f39-44fd-ad99-8045ab56261a","maa-aavida-meeda-ottu-mee-aavida-chala-manchidi-2001","Maa Aavida Meeda Ottu Mee Aavida Chala Manchidi",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"c873ef3f-bdd5-43b1-a4c2-71714e371faf","manithan-maravillai-1961","Manithan Maravillai",1961,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Manithan Maravillai"" is missing Telugu title"
"03675861-2837-49a1-aedb-24cd1dfbe391","bharatha-vilas-1973","Bharatha Vilas",1973,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Bharatha Vilas"" is missing Telugu title"
"a88b5872-8e48-468b-9d28-f0f95cffff58","adhinetha-2009","Adhinetha",2009,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"52fc610d-efc0-4294-b06d-1a9dc5626d2b","ashok-2006","Ashok",2006,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"ec820d05-afa3-4498-8a96-b1d6c95b1d22","pyar-ke-do-pal-1986","Pyar Ke Do Pal",1986,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Pyar Ke Do Pal"" is missing Telugu title"
"d5edc733-e59b-42c0-ae51-6980c71906fd","sapnon-ka-mandir-1991","Sapnon Ka Mandir",1991,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sapnon Ka Mandir"" is missing Telugu title"
"9364f5fd-99b1-477b-b710-f9d11035aaac","modern-masters-ss-rajamouli-2024","Modern Masters: SS Rajamouli",2024,"ANTHOLOGY_SEGMENT_LEAD","DOCUMENTARY","hero/heroine","S. S. Rajamouli/James Cameron","Remove leads (documentary/special)",0.75,"""Modern Masters: SS Rajamouli"" appears to be a documentary, may not need traditional hero/heroine"
"6c6084dd-9ce3-4572-b4a2-320ec0de4731","aayanagaru-1998","Aayanagaru",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"b0c2c42f-c603-4bc2-afd1-0e533a9ce640","sharabha-2018","Sharabha",2018,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"22bfe9b6-e803-4a90-ac07-ce9e9e08c8bf","student-no-1-2001","Student No. 1",2001,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"7db057f7-a174-4f81-96ea-e0379190a674","akarshan-1988","Akarshan",1988,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Akarshan"" is missing Telugu title"
"c1dd95fc-49be-4343-a327-1335a2492084","mee-aayana-jagratha-1998","Mee Aayana Jagratha",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"5a995abe-41b4-494d-8275-a888496cd3cf","maavidakulu-1998","Maavidakulu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"84afea0d-4967-4ceb-b628-07769b5074de","janatha-garage-2016","Janatha Garage",2016,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"5020bf64-babb-4c56-b8ab-30aa962d3b60","swetha-naagu-2004","Swetha Naagu",2004,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"19735842-db3d-4def-adcb-99b12904cb48","classmates-2007","Classmates",2007,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"5bcb96d4-7f72-459f-9626-af983ea6cdfb","sarabha-2018","Sarabha",2018,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"fbe0ee14-3cd4-4f31-9c60-b4494dd4a472","andaru-dongale-1974","Andaru Dongale",1974,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Andaru Dongale"" is missing Telugu title"
"b517ecd9-ed4c-4aa0-93db-b9273e4d08b7","bangaru-panjaram-1969","Bangaru Panjaram",1969,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Bangaru Panjaram"" is missing Telugu title"
"37e0ce5f-6a3d-427a-a009-77bbdc75b789","sharada-1973","Sharada",1973,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sharada"" is missing Telugu title"
"2e7c4315-64e9-4f9d-8b69-fbe26f90aac8","premante-inte-2006","Premante Inte",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"4648b2bd-4872-4470-958f-e646296f5b1b","yamadonga-2007","Yamadonga",2007,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"2216e3ab-d4b1-4a30-be7d-349a86df32ed","jai-lava-kusa-2017","Jai Lava Kusa",2017,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"f9bba0dc-ab55-49ea-b75b-afaab5165f63","kodama-simham-1990","Kodama Simham",1990,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kodama Simham"" is missing Telugu title"
"af26d3a3-fd41-451d-9499-c0613cb42335","raktha-tharpanam-1992","Raktha Tharpanam",1992,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Raktha Tharpanam"" is missing Telugu title"
"b562ca91-545c-413e-9e40-cabfca22d877","devara-part-1-2024","Devara: Part 1",2024,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"a06ab30a-0e28-4b11-b8ec-010701a7ec98","thaayillamal-naanillai-1979","Thaayillamal Naanillai",1979,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shankar","Shankar-Ehsaan-Loy",0.9,"""Shankar"" is part of duo ""Shankar-Ehsaan-Loy"""
"3f912b41-14cb-4902-9e56-b86e2b7f0f34","naaga-2003","Naaga",2003,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"095774f5-6684-406d-afdd-71211e55405e","preminchukunnam-pelliki-randi-2004","Preminchukunnam Pelliki Randi",2004,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6dcf4ef0-f5e9-4717-96dd-14513908ce02","gopi-goda-meedha-pilli-2006","Gopi – Goda Meedha Pilli",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"500fcf82-76ca-4a65-99a9-89da8e605c60","shanti-1952","Shanti",1952,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Shanti"" is missing Telugu title"
"6bf02cce-97aa-4075-9756-adb08cf497e6","nenjile-thunivirunthal-1981","Nenjile Thunivirunthal",1981,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shankar","Shankar-Ehsaan-Loy",0.9,"""Shankar"" is part of duo ""Shankar-Ehsaan-Loy"""
"6bf02cce-97aa-4075-9756-adb08cf497e6","nenjile-thunivirunthal-1981","Nenjile Thunivirunthal",1981,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Nenjile Thunivirunthal"" is missing Telugu title"
"2a85edc1-dd53-42f7-b73f-b9e69da7016b","maa-bapu-bommaku-pellanta-2003","Maa Bapu Bommaku Pellanta",2003,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a4c01cca-6092-4dfa-8290-683e601e4795","tamizh-selvan-1996","Tamizh Selvan",1996,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Tamizh Selvan"" is missing Telugu title"
"40ac82fe-6ca8-4b0a-a05e-5db8376046b1","ninnu-choodalani-2001","Ninnu Choodalani",2001,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"58ac2647-ba61-42eb-b960-a9b0e765cafc","nuvvu-naaku-nachav-2001","Nuvvu Naaku Nachav",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"011a6caa-8d52-4d4d-b6ff-a1904b7e4ff8","pilla-nachindi-1999","Pilla Nachindi",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6bb9ee24-bd83-43f9-a6f9-31348cc85ca5","kandhan-karunai-1967","Kandhan Karunai",1967,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kandhan Karunai"" is missing Telugu title"
"3cd34587-704c-4944-82da-dd7e0f7dfd9e","best-actor-2010","Best Actor",2010,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Best Actor"" is missing Telugu title"
"79002c52-edcc-4d95-b4d2-1c15f0432806","thiruvilayadal-1965","Thiruvilayadal",1965,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Thiruvilayadal"" is missing Telugu title"
"8f667ec7-196f-4385-9b57-978003d979a9","alasyam-amrutham-2010","Alasyam Amrutham",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"06fbeb2c-ab89-423c-9e63-6009e3e96688","sundaraniki-thondarekkuva-2006","Sundaraniki Tondarekkuva",2006,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sundaraniki Tondarekkuva"" is missing Telugu title"
"92a32d4d-37ea-4a82-abc6-008ec5c4b0ba","veedevadandi-babu-1997","Veedevadandi Babu",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"4225da54-8d91-4314-a009-b8525d2b3654","abbayi-gari-pelli-1997","Abbayi Gari Pelli",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a4ff9a89-5168-43b2-a11f-5c2fa658ab53","vicky-daada-1989","Vicky Daada",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Vicky Daada"" is missing Telugu title"
"8269a324-1d97-47ab-b05c-f578a999a39e","maa-nannaku-pelli-1997","Maa Nannaku Pelli",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"d2f163ca-7887-4b4f-a553-3d178386427e","hai-2002","Hai",2002,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a88d93b2-6efc-4948-83cc-20aefc0c1caf","gokulamlo-seetha-1997","Gokulamlo Seetha",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"57af2864-fda4-401a-832a-3e8e6c1a1ac9","taraka-ramudu-1997","Taraka Ramudu",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"4b47dda0-1b59-48e2-94a5-d910172668f4","vishwaroobam-1980","Vishwaroobam",1980,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Vishwaroobam"" is missing Telugu title"
"658606e7-9a74-49f5-8748-3757e84426e0","sankalpam-1995","Sankalpam",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"c03c3b7c-4ea6-49bf-acd8-cc7a5400f72e","zabardast-1985","Zabardast",1985,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Zabardast"" is missing Telugu title"
"e0d66df8-d137-4e1f-b548-b59fbc1119b1","dasavatharam-1976","Dasavatharam",1976,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Dasavatharam"" is missing Telugu title"
"16cca8d2-5f07-4ad8-9a8f-d751b1ce3c48","mrugam-1996","Mrugam",1996,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Raj","Raj-Koti",0.9,"""Raj"" is part of duo ""Raj-Koti"""
"460a5f1a-7191-45f3-921d-82c3be9b2c11","aasmaan-se-gira-1992","Aasmaan Se Gira",1992,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Aasmaan Se Gira"" is missing Telugu title"
"5ab42f8c-f304-4fb5-a0bf-bb63f4f31ead","babu-1971","Babu",1971,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Babu"" is missing Telugu title"
"82308dfb-686f-4363-aa32-bef55eed28de","aadi-2002","Aadi",2002,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"79925213-1186-4cfa-85f7-b1c4765f59d5","baadshah-2013","Baadshah",2013,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"9cc8fe96-71f9-48f5-b229-11f1e70973f8","rakhi-2006","Rakhi",2006,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"5f1d4d69-88ef-4e03-b3ce-58f19fd8966f","naaka-bandi-1990","Naaka Bandi",1990,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Naaka Bandi"" is missing Telugu title"
"a371cbb4-a3b7-435b-9c29-3ddecff815b2","ramayanam-1996","Ramayanam",1996,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"24019757-a870-45c7-952e-5b4c021311f5","ramayya-vasthavayya-2013","Ramayya Vasthavayya",2013,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"5544a61d-d2b2-4c27-a426-8aed0c484971","temper-2015","Temper",2015,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"d26f3aa8-78d4-40fc-948e-0c8f8e70123f","lakshmi-kalyanam-2007","Lakshmi Kalyanam",2007,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"394602fa-f620-446b-8b0c-7380df7de110","simhadri-2003","Simhadri",2003,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"888e95bb-7aa5-4ee0-9ab5-8219e393ea2e","chilakapachcha-kaapuram-1995","Chilakapachcha Kaapuram",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"d7ea2bdc-b127-4737-9553-d63ea6ab0415","sita-swayamvar-1976","Sita Swayamvar",1976,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sita Swayamvar"" is missing Telugu title"
"d2c6057f-15fc-43f1-8793-789b9faaa9f8","alluda-majaka-1995","Alluda Majaka",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"3f7cf95c-51e3-4655-aabc-0b490b947128","ketu-duplicatu-1995","Ketu Duplicatu",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"17643853-79cf-496a-925c-ade2f7effce6","kshetram-2011","Kshetram",2011,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"0649e455-c3b8-4562-a1e4-c1e87653a230","hum-bhi-insaan-hain-1989","Hum Bhi Insaan Hain",1989,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Hum Bhi Insaan Hain"" is missing Telugu title"
"42723858-b7bd-47cd-bc9b-146758488559","sindoor-1987","Sindoor",1987,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Sindoor"" is missing Telugu title"
"26a68cd4-8964-4476-a021-926903bcd6ab","simha-gharjane-1983","Simha Gharjane",1983,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Simha Gharjane"" is missing Telugu title"
"7b15d303-ebc5-4428-a266-f6f11604cc9b","priya-1978","Priya",1978,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Priya"" is missing Telugu title"
"c14c944e-e9d6-4265-88e0-2e6510f1fe25","mooga-manasulu-1964","Mooga Manasulu",1964,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Mooga Manasulu"" is missing Telugu title"
"3a00d145-9c46-46d1-a8fa-b88404f6b2a8","kottai-mariamman-2002","Kottai Mariamman",2002,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kottai Mariamman"" is missing Telugu title"
"8be8694c-0165-4bf2-b13a-64efcc5171e9","unnai-suttrum-ulagam-1977","Unnai Suttrum Ulagam",1977,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Unnai Suttrum Ulagam"" is missing Telugu title"
"aea9293a-ee96-4bbe-aa57-f7e84eff23b4","kadavul-1997","Kadavul",1997,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Kadavul"" is missing Telugu title"
"bf98877b-af8a-4e0d-ac13-369a4cb3a183","chuzhi-1973","Chuzhi",1973,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Chuzhi"" is missing Telugu title"
"1693aeaf-3fa6-463f-98cf-57d4f0a6953b","thunaivan-1969","Thunaivan",1969,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Thunaivan"" is missing Telugu title"
"da08244c-b75c-4473-9abe-088555ce819e","main-awara-hoon-1983","Main Awara Hoon",1983,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Main Awara Hoon"" is missing Telugu title"
"076745f1-ed22-4c60-80b4-de2cd38e198c","vallavanukku-vallavan-1965","Vallavanukku Vallavan",1965,"MISSING_TELUGU_TITLE","TELUGU_TITLE_REQUIRED","title_te","","Add Telugu title",0.8,"Telugu film ""Vallavanukku Vallavan"" is missing Telugu title"
